Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,2,0.08,10800,0.20841310714151906,0.854298864857085,0.7781481481481481,0.37957532861476234,0.053867542972699745,0.1897876643073812,0.026933771486349845,0.7813287362418777,0.4003642966787216,0.09024511389085695,0.20018214833936082,0.04512255694542851,0.7741935483870968,0.38167216144377636,0.11742091513706517,0.19083608072188818,0.05871045756853262,"Any[Any[(1, :capital, 1.0000000000000102), (2, :occupation, ""Any[1, 3, 5, 6, 7, 8, 14]""), (3, :capital, 2.0)], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0)]]",
