Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,2,0.16,10800,0.18874427592317294,1.0,0.7762962962962963,0.37957532861476234,0.005207280080889776,0.1897876643073812,0.002603640040444888,0.7743004906511073,0.4003642966787216,0.03369728229863175,0.20018214833936082,0.01684864114931592,0.7730812013348165,0.38167216144377636,0.04904231168505238,0.19083608072188818,0.02452115584252615,"Any[Any[(1, :occupation, ""Any[3, 5, 6, 7, 8, 9, 11, 12, 13, 14]""), (2, :workclass, ""Any[2]""), (3, :relationship, ""Any[2, 3, 4]"")], Any[(1, 0.0), (2, -0.0), (3, -0.0), (4, 1.0)]]",
