Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,2,0.2,10800,0.1763232377659503,1.0,0.7796296296296297,0.3852405648728138,0.00013470734828582853,0.19262028243640694,6.735367414292814e-5,0.7664765946160986,0.4003642966787216,0.010256315612519933,0.20018214833936082,0.005128157806259963,0.7822222222222223,0.3829729911766687,0.05698120832491404,0.19148649558833436,0.02849060416245707,"Any[Any[(1, :capital, 2.000000000000026), (2, :occupation, ""Any[1, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14]""), (3, :occupation, ""Any[3, 5, 6, 7, 9, 11, 12]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0)]]",
