Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,2,0.2,10800,0.22028932893289288,0.911068052316425,0.7266666666666667,0.25508800880088006,0.008113311331133133,0.12754400440044,0.004056655665566566,0.712,0.43265132139812446,0.014492753623188442,0.21632566069906223,0.007246376811594235,0.712,0.43265132139812446,0.014492753623188442,0.21632566069906223,0.007246376811594235,"Any[Any[(1, :purpose, ""Any[2, 3, 4, 6, 10]""), (2, :credit_history, ""Any[3, 4, 5]""), (3, :chek_acc, ""Any[1]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0)]]",
