Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,3,0.18,10800,0.18184576639328748,1.0,0.7796296296296297,0.37957532861476234,0.006344792719919029,0.1897876643073812,0.003172396359959556,0.7720461477257659,0.4003642966787216,0.05001039128191513,0.20018214833936082,0.02500519564095753,0.7775305895439377,0.38167216144377636,0.04238013210280746,0.19083608072188818,0.021190066051403736,"Any[Any[(1, :capital, 2.0000000000000133), (2, :capital, 2.0), (3, :occupation, ""Any[1, 5, 7, 8, 11, 12]""), (4, :capital, 1.0), (5, :hours_per_week, 2.0000000000000053), (6, :relationship, ""Any[1, 3, 4, 5]""), (7, :occupation, ""Any[1, 4, 10, 12, 13, 14]"")], Any[(1, 1.0), (2, -0.0), (3, 0.0), (4, -0.0), (5, 0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
