Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,3,0.08,10800,0.2271147194719472,0.910146551700751,0.7573333333333333,0.25508800880088006,0.04826732673267323,0.12754400440044,0.0241336633663366,0.728,0.43265132139812446,0.16027280477408354,0.21632566069906223,0.08013640238704178,0.728,0.43265132139812446,0.16027280477408354,0.21632566069906223,0.08013640238704178,"Any[Any[(1, :purpose, ""Any[2, 3, 4, 9]""), (2, :installment, ""Any[1, 3]""), (3, :chek_acc, ""Any[1]""), (4, :credit_history, ""Any[2]""), (5, :property, ""Any[4]""), (6, :credit_history, ""Any[1, 2, 3, 4]""), (7, :credit_history, ""Any[2, 3, 4, 5]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
