Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,2,0.74,10800,0.06014157210797025,0.738662796417504,0.7718518518518519,0.37957532861476234,0.0011122345803842304,0.1897876643073812,0.0005561172901921152,0.7655483357644874,0.4003642966787216,0.008913232394801296,0.20018214833936082,0.00445661619740062,0.7697441601779755,0.38167216144377636,0.03926579130494304,0.19083608072188818,0.019632895652471533,"Any[Any[(1, :relationship, ""Any[2, 4]""), (2, :workclass, ""Any[2]""), (3, :occupation, ""Any[1, 2, 4, 10, 13]"")], Any[(1, 0.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
