Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,3,0.68,10800,0.08347475980963473,0.905686705281555,0.74,0.24934901679087723,0.00040405854359339133,0.12467450839543859,0.00020202927179668873,0.724,0.4619963369963369,0.036630036630036666,0.23099816849816845,0.01831501831501836,0.724,0.4619963369963369,0.036630036630036666,0.23099816849816845,0.01831501831501836,"Any[Any[(1, :purpose, ""Any[1, 3, 4, 5, 10]""), (2, :credit_history, ""Any[1, 2]""), (3, :purpose, ""Any[2, 3]""), (4, :chek_acc, ""Any[4]""), (5, :purpose, ""Any[3, 9]""), (6, :purpose, ""Any[3, 9]""), (7, :chek_acc, ""Any[1]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, -0.0), (8, 1.0)]]",
