Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,2,0.82,10800,0.05015999970714724,0.9121227907134283,0.7213333333333334,0.25508800880088006,0.0,0.12754400440044,0.0,0.692,0.43265132139812446,0.003836317135549827,0.21632566069906223,0.0019181585677748858,0.692,0.43265132139812446,0.003836317135549827,0.21632566069906223,0.0019181585677748858,"Any[Any[(1, :chek_acc, ""Any[1]""), (2, :purpose, ""Any[2, 3, 4, 6, 9, 10]""), (3, :purpose, ""Any[3]"")], Any[(1, 1.0), (2, 0.0), (3, -0.0), (4, 1.0)]]",
