Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,3,0.44,10800,0.13108148148148152,1.0,0.7659259259259259,0.3958333333333333,0.0,0.19791666666666669,0.0,0.7609070415064315,0.4003642966787216,0.006622496363051393,0.20018214833936082,0.0033112481815256653,0.7622222222222222,0.39460784313725483,0.008986928104575256,0.19730392156862744,0.00449346405228758,"Any[Any[(1, :relationship, ""Any[5]""), (2, :workclass, ""Any[]""), (3, :workclass, ""Any[1, 2, 4]""), (4, :marital_status, ""Any[2]""), (5, :education, ""Any[5]""), (6, :education, ""Any[1, 2, 3, 4, 6]""), (7, :fnlwgt, 0.0)], Any[(1, -0.0), (2, -0.0), (3, 1.0), (4, 0.0), (5, -0.0), (6, 1.0), (7, -0.0), (8, -0.0)]]",
