Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,3,0.24,10800,0.17960135006697503,0.733736993429917,0.7637037037037037,0.3852405648728138,6.735367414291253e-5,0.19262028243640694,3.367683707146234e-5,0.7496353268797242,0.4003642966787216,0.006279062489718964,0.20018214833936082,0.003139531244859525,0.7633333333333333,0.3829729911766687,0.003300330033003265,0.19148649558833436,0.0016501650165016502,"Any[Any[(1, :relationship, ""Any[4, 5, 6]""), (2, :occupation, ""Any[10, 14]""), (3, :workclass, ""Any[]""), (4, :native_country, ""Any[1]""), (5, :marital_status, ""Any[4]""), (6, :workclass, ""Any[]""), (7, :occupation, ""Any[6, 7, 13, 14]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, -0.0), (5, -0.0), (6, 0.0), (7, -0.0), (8, -0.0)]]",
