Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,2,0.66,10800,0.07960010477237489,0.7312353700565947,0.7674074074074074,0.3852405648728138,0.0007857928650007936,0.19262028243640694,0.00039289643250039336,0.7541440127304071,0.4003642966787216,0.013924799215558593,0.20018214833936082,0.0069623996077792585,0.7633333333333333,0.3829729911766687,0.03172358052131742,0.19148649558833436,0.01586179026065872,"Any[Any[(1, :education, ""Any[5]""), (2, :workclass, ""Any[1]""), (3, :workclass, ""Any[]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, -0.0)]]",
