Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,3,0.74,10800,0.060318096435481194,1.0,0.7685185185185185,0.3852405648728138,0.00017960979771447158,0.19262028243640694,8.980489885723406e-5,0.74857445962074,0.4003642966787216,0.002819367423692272,0.20018214833936082,0.0014096837118461394,0.7733333333333333,0.3829729911766687,0.008217148245436873,0.19148649558833436,0.004108574122718395,"Any[Any[(1, :relationship, ""Any[6]""), (2, :workclass, ""Any[2, 4]""), (3, :occupation, ""Any[4, 10]""), (4, :occupation, ""Any[1, 4, 12]""), (5, :education, ""Any[3, 6]""), (6, :native_country, ""Any[1]""), (7, :occupation, ""Any[]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, -0.0), (8, -0.0)]]",
