Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,3,0.46,10800,0.13144555935560753,1.0,0.7566666666666667,0.42364629598105813,9.904207740760174e-5,0.2118231479905291,4.952103870378699e-5,0.7610396499138046,0.4003642966787216,0.013777475712886095,0.20018214833936082,0.0068887378564430335,0.7533333333333333,0.42304176235813507,0.08091596245178272,0.21152088117906753,0.040457981225891324,"Any[Any[(1, :relationship, ""Any[5, 6]""), (2, :marital_status, ""Any[1, 3, 4]""), (3, :education, ""Any[1]""), (4, :native_country, ""Any[]""), (5, :education, ""Any[1, 2, 5]""), (6, :native_country, ""Any[1]""), (7, :occupation, ""Any[4]"")], Any[(1, -0.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, 0.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
