Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,3,0.16,10800,0.22288718326299695,0.9072802383291682,0.7346666666666667,0.24934901679087723,4.489539373252194e-5,0.12467450839543859,2.2447696866212397e-5,0.716,0.4619963369963369,0.16987179487179477,0.23099816849816845,0.08493589743589736,0.716,0.4619963369963369,0.16987179487179477,0.23099816849816845,0.08493589743589736,"Any[Any[(1, :p_status, ""Any[3]""), (2, :credit_history, ""Any[1, 3, 5]""), (3, :chek_acc, ""Any[1]""), (4, :credit_history, ""Any[1, 4]""), (5, :purpose, ""Any[1, 7, 8]""), (6, :purpose, ""Any[1, 6, 7, 8, 9, 10]""), (7, :purpose, ""Any[1, 3, 6, 7, 9, 10]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, 1.0)]]",
