Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,2,0.28,10800,0.16522446916076522,0.7365726886445035,0.7722222222222223,0.37957532861476234,0.004373104145601638,0.1897876643073812,0.0021865520728008084,0.7733722317994961,0.4003642966787216,0.010880113493661338,0.20018214833936082,0.0054400567468306585,0.7753058954393771,0.38167216144377636,0.032135890210930995,0.19083608072188818,0.016067945105465498,"Any[Any[(1, :capital, 2.0), (2, :occupation, ""Any[9]""), (3, :occupation, ""Any[1, 4, 10, 12, 13, 14]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
