Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,3,0.38,10800,0.15459248366011058,1.0,0.7507407407407407,0.3958333333333333,0.0001361655773420116,0.19791666666666669,6.808278867102488e-5,0.7499005436944702,0.4003642966787216,0.016221312639570107,0.20018214833936082,0.008110656319785081,0.7511111111111111,0.39460784313725483,0.0024509803921568592,0.19730392156862744,0.0012254901960784322,"Any[Any[(1, :relationship, ""Any[2, 3, 5, 6]""), (2, :workclass, ""Any[4]""), (3, :workclass, ""Any[2]""), (4, :education, ""Any[1, 2, 3, 4, 6]""), (5, :relationship, ""Any[2, 3, 6]""), (6, :relationship, ""Any[4]""), (7, :occupation, ""Any[9]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 0.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
