Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,3,0.82,10800,0.04338209020901463,0.8983930748647203,0.764,0.25508800880088006,0.0011001100110011042,0.12754400440044,0.0005500550055005382,0.708,0.43265132139812446,0.10741687979539644,0.21632566069906223,0.053708439897698246,0.708,0.43265132139812446,0.10741687979539644,0.21632566069906223,0.053708439897698246,"Any[Any[(1, :month_duration, 3.0000000000000426), (2, :purpose, ""Any[1, 6, 7, 8]""), (3, :chek_acc, ""Any[1, 2]""), (4, :chek_acc, ""Any[1]""), (5, :Credit_amo, 0.0), (6, :saving_amo, ""Any[1, 2, 4]""), (7, :present_employmment, ""Any[3, 4, 5]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
