Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,2,0.22,10800,0.218908718990082,0.87881816075479,0.7213333333333334,0.3470403086607778,0.007039631773107222,0.17352015433038892,0.00351981588655359,0.72,0.1372879451746994,0.12740141557128415,0.06864397258734967,0.06370070778564207,0.72,0.1372879451746994,0.12740141557128415,0.06864397258734967,0.06370070778564207,"Any[Any[(1, :credit_history, ""Any[1, 2]""), (2, :purpose, ""Any[2, 5, 6, 7, 9]""), (3, :purpose, ""Any[1, 2, 3, 4, 5, 7, 8, 9, 10]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
