Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,2,0.54,10800,0.10494750903661232,1.0,0.7722222222222223,0.3852405648728138,0.00031431714600029664,0.19262028243640694,0.00015715857300015873,0.7603766078769394,0.4003642966787216,0.005210405404429505,0.20018214833936082,0.0026052027022147456,0.7744444444444445,0.3829729911766687,0.028490604162457075,0.19148649558833436,0.014245302081228536,"Any[Any[(1, :occupation, ""Any[1, 10, 14]""), (2, :capital, 2.0), (3, :workclass, ""Any[]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, -0.0)]]",
