Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,3,0.08,10800,0.21197645916549052,1.0,0.774074074074074,0.42364629598105813,0.05155759142048013,0.2118231479905291,0.02577879571024002,0.7765548335764487,0.4003642966787216,0.038547082136062456,0.20018214833936082,0.019273541068031204,0.7733333333333333,0.42304176235813507,0.06936609511917768,0.21152088117906753,0.03468304755958884,"Any[Any[(1, :capital, 1.999999999999993), (2, :capital, 2.0), (3, :occupation, ""Any[4, 10]""), (4, :relationship, ""Any[]""), (5, :hours_per_week, 1.999999999999993), (6, :fnlwgt, 3.9999999999999742), (7, :education, ""Any[3, 4, 6]"")], Any[(1, -0.0), (2, -0.0), (3, -0.0), (4, -0.0), (5, 1.0), (6, 0.0), (7, -0.0), (8, 1.0)]]",
