Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.12,10800,0.23117915727484872,0.8705386914127244,0.7373333333333333,0.3470403086607778,0.0002707550681965293,0.17352015433038892,0.0001353775340983132,0.728,0.1372879451746994,0.04291652623300755,0.06864397258734967,0.021458263116503784,0.728,0.1372879451746994,0.04291652623300755,0.06864397258734967,0.021458263116503784,"Any[Any[(1, :credit_history, ""Any[1, 2]""), (2, :Housing, ""Any[2]""), (3, :guatan, ""Any[1, 3]""), (4, :purpose, ""Any[1, 3]""), (5, :foreign_worker, ""Any[1]""), (6, :installment, ""Any[1]""), (7, :Housing, ""Any[2]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
