Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,2,0.32,10800,0.1474063438564815,0.7211341033296993,0.7914814814814815,0.37957532861476234,0.017542972699696596,0.1897876643073812,0.00877148634984834,0.7994960880519825,0.4003642966787216,0.0834672698692143,0.20018214833936082,0.04173363493460716,0.7931034482758621,0.38167216144377636,0.0022473448248325756,0.19083608072188818,0.0011236724124162878,"Any[Any[(1, :relationship, ""Any[2, 3, 5, 6]""), (2, :relationship, ""Any[4, 6]""), (3, :education, ""Any[2, 5]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
