Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,3,0.06,10800,0.23477255938356612,1.0,0.7503703703703704,0.42364629598105813,0.002011792197341303,0.2118231479905291,0.0010058960986706698,0.7526853202493038,0.4003642966787216,0.002162991469519827,0.20018214833936082,0.0010814957347599196,0.75,0.42304176235813507,0.01030123302637741,0.21152088117906753,0.0051506165131887,"Any[Any[(1, :relationship, ""Any[3, 4, 6]""), (2, :education, ""Any[1, 2, 3, 4, 6]""), (3, :workclass, ""Any[1]""), (4, :hours_per_week, 3.999999999999995), (5, :race, ""Any[1, 4]""), (6, :capital, 1.999999999999993), (7, :relationship, ""Any[]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, -0.0), (8, -0.0)]]",
