Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,2,0.0,10800,0.2040740740740743,1.0,0.7959259259259259,0.3852405648728138,0.0177813699737321,0.19262028243640694,0.00889068498686603,0.7724439729478849,0.4003642966787216,0.027670659754123833,0.20018214833936082,0.013835329877061903,0.7977777777777778,0.3829729911766687,0.047955815989762215,0.19148649558833436,0.02397790799488113,"Any[Any[(1, :relationship, ""Any[1, 2, 3, 4, 5]""), (2, :capital, 2.0), (3, :occupation, ""Any[1, 5, 6, 7, 8, 12, 14]"")], Any[(1, 0.0), (2, 1.0), (3, -0.0), (4, 1.0)]]",
