Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,2,0.06,10800,0.19769285529293945,0.8821878066907328,0.8155555555555556,0.38817714806054604,0.40525129191937126,0.19408857403027302,0.20262564595968563,0.8122264951597932,0.4003642966787216,0.3889138261823393,0.20018214833936082,0.19445691309116966,0.8166666666666667,0.3847409384288505,0.3697017942741293,0.19237046921442524,0.1848508971370647,"Any[Any[(1, :relationship, ""Any[2, 3, 4, 5]""), (2, :capital, 1.0000000000000284), (3, :occupation, ""Any[1, 4, 10, 12, 13]"")], Any[(1, 0.0), (2, 0.0), (3, 1.0), (4, -0.0)]]",
