Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,2,0.62,10800,0.09637921275588202,0.7593731325068238,0.747037037037037,0.38817714806054604,0.0004085271451016708,0.19408857403027302,0.0002042635725507929,0.7491048932502321,0.4003642966787216,0.0022916989304602375,0.20018214833936082,0.0011458494652301287,0.7466666666666667,0.3847409384288505,0.005314670897022474,0.19237046921442524,0.002657335448511263,"Any[Any[(1, :race, ""Any[2]""), (2, :workclass, ""Any[1, 4]""), (3, :workclass, ""Any[]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
