Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,2,0.68,10800,0.07926214788128755,1.0,0.752962962962963,0.38817714806054604,0.00030925886685267967,0.19408857403027302,0.00015462943342631208,0.7601113910621934,0.4003642966787216,0.010647092005774184,0.20018214833936082,0.005323546002887092,0.7466666666666667,0.3847409384288505,0.000664333862127775,0.19237046921442524,0.00033216693106391526,"Any[Any[(1, :occupation, ""Any[1, 4, 9, 10, 13]""), (2, :relationship, ""Any[1, 3, 5, 6]""), (3, :workclass, ""Any[]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
