Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,3,0.7,10800,0.06553763947822613,1.0,0.7822222222222223,0.3852405648728138,0.0002918659212859248,0.19262028243640694,0.00014593296064301098,0.7674048534677098,0.4003642966787216,0.003966500753869423,0.20018214833936082,0.0019832503769347254,0.7855555555555556,0.3829729911766687,0.03226240991446083,0.19148649558833436,0.016131204957230416,"Any[Any[(1, :relationship, ""Any[3, 6]""), (2, :workclass, ""Any[4]""), (3, :workclass, ""Any[1]""), (4, :native_country, ""Any[2]""), (5, :occupation, ""Any[10, 13]""), (6, :occupation, ""Any[1, 5, 7, 8, 10, 11]""), (7, :education, ""Any[5]"")], Any[(1, -0.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
