Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,compas_train_3.csv,compas_test_3.csv,0,4629,2,0.04,10800,0.3685145517010016,1.0,0.6483041693670339,0.6351325494276616,0.7721638573338583,0.1671280276816609,0.20533860603064757,0.6487362281270252,0.6174482569699942,0.7517862299442726,0.16784591194968557,0.18860062893081764,0.6493843162670123,0.6413296826496888,0.7338021796907466,0.17042349726775963,0.18711957978770932,"Any[Any[(1, :priors_count, 2.000000000000023), (2, :sex, ""Any[]""), (3, :age_cat, 2.0)], Any[(1, -0.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
