Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,3,0.08,10800,0.20104315077508805,1.0,0.7866666666666666,0.38817714806054604,0.059706051356061926,0.19408857403027302,0.029853025678030984,0.7926004508685851,0.4003642966787216,0.08047538309326391,0.20018214833936082,0.04023769154663198,0.7866666666666666,0.3847409384288505,0.08386642307758388,0.19237046921442524,0.041933211538791954,"Any[Any[(1, :capital, 1.9999999999999964), (2, :hours_per_week, 1.000000000000021), (3, :capital, 2.0000000000000178), (4, :relationship, ""Any[6]""), (5, :education, ""Any[5]""), (6, :native_country, ""Any[]""), (7, :occupation, ""Any[5, 6, 7, 8, 9, 11, 14]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 0.0), (7, -0.0), (8, 1.0)]]",
