Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,2,0.8,10800,0.04952646538422929,0.7164528081572711,0.7533333333333333,0.42364629598105813,0.00024141506368105005,0.2118231479905291,0.00012070753184048079,0.7542766211377802,0.4003642966787216,0.006218720837208267,0.20018214833936082,0.0031093604186041655,0.7555555555555555,0.42304176235813507,0.002920912394925198,0.21152088117906753,0.0014604561974625972,"Any[Any[(1, :occupation, ""Any[9, 10, 11, 13]""), (2, :capital, 1.0), (3, :occupation, ""Any[10, 11]"")], Any[(1, 1.0), (2, -0.0), (3, 0.0), (4, -0.0)]]",
