Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,3,0.64,10800,0.0919912865359535,1.0,0.7448148148148148,0.38817714806054604,0.00019471854579604288,0.19408857403027302,9.735927289804183e-5,0.7505635857313354,0.4003642966787216,0.0007199272690507706,0.20018214833936082,0.0003599636345253752,0.7444444444444445,0.3847409384288505,0.0,0.19237046921442524,0.0,"Any[Any[(1, :relationship, ""Any[3, 4, 6]""), (2, :workclass, ""Any[4]""), (3, :native_country, ""Any[1]""), (4, :marital_status, ""Any[2, 3, 4]""), (5, :occupation, ""Any[1, 7]""), (6, :native_country, ""Any[]""), (7, :relationship, ""Any[3, 6]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, -0.0), (5, 0.0), (6, 0.0), (7, -0.0), (8, -0.0)]]",
