Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,2,0.12,10800,0.24150692984944888,0.9095475464500263,0.7266666666666667,0.25508800880088006,0.008113311331133133,0.12754400440044,0.004056655665566566,0.712,0.43265132139812446,0.014492753623188442,0.21632566069906223,0.007246376811594235,0.712,0.43265132139812446,0.014492753623188442,0.21632566069906223,0.007246376811594235,"Any[Any[(1, :purpose, ""Any[1, 5, 7, 8, 9]""), (2, :chek_acc, ""Any[2, 3, 4]""), (3, :credit_history, ""Any[1, 2]"")], Any[(1, 1.0), (2, 0.0), (3, -0.0), (4, 1.0)]]",
