Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,compas_train_1.csv,compas_test_1.csv,0,4629,3,0.1,10800,0.3967382020587335,1.0,0.5826312378483474,0.6351325494276616,0.21106316123016172,0.1671280276816609,0.06403855659911017,0.5910563836681789,0.6174482569699942,0.2809134353488833,0.16784591194968557,0.11630577427821531,0.5826312378483474,0.6413296826496888,0.10658333800077602,0.17042349726775963,0.03729245481294663,"Any[Any[(1, :c_charge_degree, ""Any[]""), (2, :sex, ""Any[]""), (3, :sex, ""Any[2]""), (4, :sex, ""Any[]""), (5, :sex, ""Any[]""), (6, :length_of_stay, 3.000000000000014), (7, :age_cat, 2.9999999999999947)], Any[(1, -0.0), (2, -0.0), (3, 1.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, -0.0), (8, 1.0)]]",
