Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,3,0.22,10800,0.16719612403100514,1.0,0.7877777777777778,0.37957532861476234,0.007558139534883768,0.1897876643073812,0.003779069767441856,0.7863678557220528,0.4003642966787216,0.05667878581682295,0.20018214833936082,0.028339392908411476,0.7853170189098999,0.38167216144377636,0.050308582119348896,0.19083608072188818,0.025154291059674413,"Any[Any[(1, :capital, 1.0000000000000298), (2, :occupation, ""Any[1, 3, 5, 6, 7, 8, 10, 13, 14]""), (3, :capital, 2.0), (4, :occupation, ""Any[1, 3, 4, 5, 6, 7, 8, 13, 14]""), (5, :capital, 1.999999999999968), (6, :capital, 1.000000000000031), (7, :occupation, ""Any[1, 4, 10, 12, 13, 14]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
