Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,3,0.68,10800,0.08034444444440839,1.0,0.7503703703703704,0.3958333333333333,0.0006808278867102766,0.19791666666666669,0.00034041394335512093,0.734252751624453,0.4003642966787216,0.037039343238886295,0.20018214833936082,0.018519671619443172,0.75,0.39460784313725483,0.005718954248366118,0.19730392156862744,0.0028594771241830103,"Any[Any[(1, :relationship, ""Any[4]""), (2, :marital_status, ""Any[1]""), (3, :workclass, ""Any[1, 2]""), (4, :native_country, ""Any[1]""), (5, :race, ""Any[1]""), (6, :age_group, 2.0), (7, :occupation, ""Any[]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, -0.0), (8, -0.0)]]",
