Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,3,0.6,10800,0.09320278620379085,1.0,0.7688888888888888,0.37957532861476234,0.0012639029322547846,0.1897876643073812,0.0006319514661274062,0.7615700835432967,0.4003642966787216,0.05250510135712544,0.20018214833936082,0.026252550678562747,0.7563959955506118,0.38167216144377636,0.020602562201257113,0.19083608072188818,0.010301281100628557,"Any[Any[(1, :relationship, ""Any[2, 3]""), (2, :workclass, ""Any[4]""), (3, :occupation, ""Any[4, 10]""), (4, :native_country, ""Any[1]""), (5, :occupation, ""Any[4, 9]""), (6, :native_country, ""Any[]""), (7, :occupation, ""Any[2, 11, 13]"")], Any[(1, 0.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, 1.0), (7, -0.0), (8, -0.0)]]",
