Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,3,0.52,10800,0.12241972143177599,0.8972331273068306,0.7453333333333333,0.2749277082061267,0.00034561813803987707,0.1374638541030634,0.0001728090690199524,0.716,0.3714495335918666,0.08741222094120113,0.1857247667959333,0.04370611047060058,0.716,0.3714495335918666,0.08741222094120113,0.1857247667959333,0.04370611047060058,"Any[Any[(1, :guatan, ""Any[2, 3]""), (2, :purpose, ""Any[1, 10]""), (3, :purpose, ""Any[5, 6, 7, 9]""), (4, :chek_acc, ""Any[1]""), (5, :saving_amo, ""Any[1, 5]""), (6, :chek_acc, ""Any[2, 3, 4]""), (7, :credit_history, ""Any[1, 2]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, 0.0), (5, 1.0), (6, -0.0), (7, -0.0), (8, 1.0)]]",
