Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,3,0.92,10800,0.02190797042890013,0.9101607831607673,0.7266666666666667,0.24934901679087723,4.489539373252194e-5,0.12467450839543859,2.2447696866212397e-5,0.728,0.4619963369963369,0.14468864468864467,0.23099816849816845,0.07234432234432231,0.728,0.4619963369963369,0.14468864468864467,0.23099816849816845,0.07234432234432231,"Any[Any[(1, :existing_cards, 3.0), (2, :purpose, ""Any[6, 7, 9]""), (3, :chek_acc, ""Any[2, 3]""), (4, :chek_acc, ""Any[1]""), (5, :credit_history, ""Any[1, 2]""), (6, :chek_acc, ""Any[2]""), (7, :purpose, ""Any[6]"")], Any[(1, 0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 1.0)]]",
