Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,3,0.32,10800,0.15730354872117405,1.0,0.7696296296296297,0.42364629598105813,0.0020365527166932296,0.2118231479905291,0.0010182763583466148,0.7618353003580427,0.4003642966787216,0.024416062113386067,0.20018214833936082,0.012208031056693075,0.77,0.42304176235813507,0.03906441615197653,0.21152088117906753,0.019532208075988322,"Any[Any[(1, :relationship, ""Any[6]""), (2, :workclass, ""Any[2, 4]""), (3, :workclass, ""Any[4]""), (4, :native_country, ""Any[]""), (5, :education, ""Any[1, 2, 5]""), (6, :education, ""Any[1, 3, 4, 6]""), (7, :occupation, ""Any[2, 9, 12, 13]"")], Any[(1, -0.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, -0.0), (8, -0.0)]]",
