Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,2,0.58,10800,0.10714572405072513,0.7607685118807924,0.747037037037037,0.38817714806054604,0.0015539303556668244,0.19408857403027302,0.0007769651778333914,0.7517570613976926,0.4003642966787216,0.033584944115766194,0.20018214833936082,0.01679247205788305,0.7444444444444445,0.3847409384288505,0.026344273842999547,0.19237046921442524,0.01317213692149978,"Any[Any[(1, :relationship, ""Any[3, 4]""), (2, :race, ""Any[1, 2, 3, 5]""), (3, :occupation, ""Any[10]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0)]]",
