Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,3,0.32,10800,0.14568931995239995,1.0,0.7888888888888889,0.3852405648728138,0.006668013740149553,0.19262028243640694,0.0033340068700747627,0.7739026654289882,0.4003642966787216,0.01509712839532134,0.20018214833936082,0.0075485641976606385,0.7955555555555556,0.3829729911766687,0.02276554186030852,0.19148649558833436,0.011382770930154246,"Any[Any[(1, :relationship, ""Any[2, 4, 6]""), (2, :workclass, ""Any[1, 2, 4]""), (3, :workclass, ""Any[1]""), (4, :relationship, ""Any[6]""), (5, :race, ""Any[1, 2, 3]""), (6, :native_country, ""Any[1]""), (7, :education, ""Any[5]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, -0.0), (5, 1.0), (6, 0.0), (7, 1.0), (8, -0.0)]]",
