Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,3,0.38,10800,0.15215784741551613,0.8997520615625374,0.7546666666666667,0.24934901679087723,0.00013468618119777398,0.12467450839543859,6.734309059885923e-5,0.68,0.4619963369963369,0.012820512820512914,0.23099816849816845,0.0064102564102564985,0.68,0.4619963369963369,0.012820512820512914,0.23099816849816845,0.0064102564102564985,"Any[Any[(1, :chek_acc, ""Any[1, 2]""), (2, :property, ""Any[1]""), (3, :purpose, ""Any[1, 2, 3, 4, 5, 6, 8, 9]""), (4, :purpose, ""Any[1, 2, 3, 4, 5, 7, 9, 10]""), (5, :purpose, ""Any[1, 6, 7, 8, 10]""), (6, :job, ""Any[]""), (7, :present_employmment, ""Any[3, 4, 5]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
