Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,2,0.42,10800,0.1343112646519073,1.0,0.7718518518518519,0.37957532861476234,0.004726996966633007,0.1897876643073812,0.0023634984833164896,0.7643548600981303,0.4003642966787216,0.032001617669833254,0.20018214833936082,0.01600080883491664,0.764182424916574,0.38167216144377636,0.008749814622571545,0.19083608072188818,0.004374907311285786,"Any[Any[(1, :occupation, ""Any[1, 2, 3, 5, 6, 7, 8, 11, 12, 14]""), (2, :hours_per_week, 3.0), (3, :age_group, 1.0000000000000282)], Any[(1, -0.0), (2, 0.0), (3, -0.0), (4, 1.0)]]",
