Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,3,0.7,10800,0.0738188967531662,1.0,0.7562962962962962,0.37957532861476234,0.0010111223458038228,0.1897876643073812,0.0005055611729019201,0.7542766211377802,0.4003642966787216,0.010637623501789775,0.20018214833936082,0.0053188117508948946,0.7530589543937709,0.38167216144377636,0.02378535004962412,0.19083608072188818,0.01189267502481206,"Any[Any[(1, :relationship, ""Any[6]""), (2, :workclass, ""Any[4]""), (3, :workclass, ""Any[2, 4]""), (4, :fnlwgt, 2.9999999999999956), (5, :workclass, ""Any[1, 2]""), (6, :occupation, ""Any[1, 3, 4, 5, 6, 8, 11, 12, 13, 14]""), (7, :marital_status, ""Any[1]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, -0.0), (5, 0.0), (6, 1.0), (7, 0.0), (8, 0.0)]]",
