Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,3,0.02,10800,0.20914942936470513,1.0,0.7885185185185185,0.3852405648728138,0.09487887564266635,0.19262028243640694,0.047439437821333155,0.7692613711709322,0.4003642966787216,0.08516662560973548,0.20018214833936082,0.042583312804867775,0.7922222222222223,0.3829729911766687,0.14999663231629276,0.19148649558833436,0.07499831615814642,"Any[Any[(1, :capital, 1.9999999999999982), (2, :capital, 1.0000000000000298), (3, :capital, 2.9999999999999565), (4, :hours_per_week, 3.9999999999999996), (5, :hours_per_week, 1.000000000000014), (6, :capital, -1.0), (7, :age_group, 1.0)], Any[(1, -0.0), (2, 1.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 1.0), (7, 1.0), (8, 1.0)]]",
