Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.72,10800,0.07598161031576003,0.8746698572183764,0.7293333333333333,0.3470403086607778,0.0002707550681965293,0.17352015433038892,0.0001353775340983132,0.728,0.1372879451746994,0.030783058083361327,0.06864397258734967,0.015391529041680618,0.728,0.1372879451746994,0.030783058083361327,0.06864397258734967,0.015391529041680618,"Any[Any[(1, :purpose, ""Any[6, 7, 8]""), (2, :chek_acc, ""Any[1]""), (3, :credit_history, ""Any[1, 2]""), (4, :property, ""Any[1]""), (5, :month_duration, 3.0), (6, :property, ""Any[1, 3]""), (7, :installment, ""Any[1, 3]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, 1.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, 1.0)]]",
