Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,2,0.54,10800,0.10682766884529486,0.7272866323094271,0.7770370370370371,0.3958333333333333,0.007897603485838844,0.19791666666666669,0.0039488017429193945,0.7760243999469566,0.4003642966787216,0.009553399554017378,0.20018214833936082,0.004776699777008703,0.77,0.39460784313725483,0.01429738562091501,0.19730392156862744,0.007148692810457519,"Any[Any[(1, :education, ""Any[2]""), (2, :relationship, ""Any[6]""), (3, :education, ""Any[5]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
