Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,2,0.0,10800,0.17814814814814828,1.0,0.8218518518518518,0.38817714806054604,0.28145229491078266,0.19408857403027302,0.1407261474553913,0.8170003978252222,0.4003642966787216,0.34915654085057657,0.20018214833936082,0.17457827042528828,0.8211111111111111,0.3847409384288505,0.2656533666263866,0.19237046921442524,0.1328266833131933,"Any[Any[(1, :education, ""Any[1, 3, 4, 6]""), (2, :capital, 2.0), (3, :relationship, ""Any[2, 3, 4, 5]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0)]]",
