Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,3,0.64,10800,0.09251203520351903,0.904706003226884,0.744,0.25508800880088006,0.0005500550055004827,0.12754400440044,0.0002750275027502136,0.724,0.43265132139812446,0.0046888320545609985,0.21632566069906223,0.002344416027280527,0.724,0.43265132139812446,0.0046888320545609985,0.21632566069906223,0.002344416027280527,"Any[Any[(1, :instalrate, 0.9999999999999964), (2, :present_employmment, ""Any[2, 3]""), (3, :purpose, ""Any[1, 6, 8]""), (4, :purpose, ""Any[3, 9]""), (5, :guatan, ""Any[2, 3]""), (6, :chek_acc, ""Any[1, 2]""), (7, :credit_history, ""Any[2, 3, 4, 5]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
