Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,3,0.44,10800,0.1394513165202261,1.0,0.7511111111111111,0.42364629598105813,0.0001671335056253765,0.2118231479905291,8.356675281264055e-5,0.7495027184723512,0.4003642966787216,0.0026532673961694366,0.20018214833936082,0.001326633698084714,0.7533333333333333,0.42304176235813507,0.010234341902829475,0.21152088117906753,0.005117170951414746,"Any[Any[(1, :relationship, ""Any[5]""), (2, :marital_status, ""Any[1, 3, 4]""), (3, :workclass, ""Any[4]""), (4, :race, ""Any[1, 2, 3, 5]""), (5, :education, ""Any[1, 2, 4, 5, 6]""), (6, :capital, 1.0000000000000222), (7, :relationship, ""Any[]"")], Any[(1, 0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, -0.0), (7, -0.0), (8, -0.0)]]",
