Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,2,0.88,10800,0.027897603485792205,0.7275751659503455,0.7685185185185185,0.3958333333333333,0.0001361655773420012,0.19791666666666669,6.808278867101447e-5,0.7704548468372895,0.4003642966787216,0.012161892160158935,0.20018214833936082,0.006080946080079461,0.7633333333333333,0.39460784313725483,0.006944444444444434,0.19730392156862744,0.0034722222222222238,"Any[Any[(1, :occupation, ""Any[3, 4, 10, 11, 12, 14]""), (2, :education, ""Any[5]""), (3, :occupation, ""Any[3, 9, 11]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
