Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,compas_train_3.csv,compas_test_3.csv,0,4629,3,0.0,10800,0.3313890689133733,1.0,0.6686109310866278,0.6351325494276616,1.0538934873537713,0.1671280276816609,0.2807217004448838,0.6753078418664938,0.6174482569699942,1.02827552421145,0.16784591194968557,0.2833333333333333,0.6694750486066104,0.6413296826496888,1.0878124332227634,0.17042349726775963,0.3048549810844893,"Any[Any[(1, :sex, ""Any[2]""), (2, :age_cat, 1.000000000000039), (3, :priors_count, 2.0), (4, :priors_count, 0.9999999999999978), (5, :priors_count, 1.9999999999999933), (6, :c_charge_degree, ""Any[1, 2]""), (7, :length_of_stay, 1.0000000000000138)], Any[(1, 0.0), (2, 1.0), (3, 0.0), (4, 1.0), (5, 0.0), (6, 1.0), (7, 0.0), (8, 1.0)]]",
