Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,2,0.5,10800,0.11909887947747502,0.7437840133268988,0.7622222222222222,0.38817714806054604,0.0004199811772072279,0.19408857403027302,0.00020999058860362435,0.7685983291340671,0.4003642966787216,0.0386432115239717,0.20018214833936082,0.019321605761985876,0.7633333333333333,0.3847409384288505,0.025553945627709497,0.19237046921442524,0.012776972813854794,"Any[Any[(1, :occupation, ""Any[1, 10, 11, 12, 13, 14]""), (2, :capital, 2.0), (3, :race, ""Any[1, 2, 4]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, -0.0)]]",
