Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,2,0.2,10800,0.21605652129250896,0.9029521545855096,0.7306666666666667,0.2749277082061267,0.002949274777940436,0.1374638541030634,0.0014746373889702458,0.688,0.3714495335918666,0.12535373650560744,0.1857247667959333,0.06267686825280372,0.688,0.3714495335918666,0.12535373650560744,0.1857247667959333,0.06267686825280372,"Any[Any[(1, :chek_acc, ""Any[1]""), (2, :purpose, ""Any[1, 6, 8, 10]""), (3, :credit_history, ""Any[2, 3, 4, 5]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0)]]",
