Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,3,0.82,10800,0.04719231425201799,0.8926135611304568,0.7413333333333333,0.28925882246212464,0.0007711149414859689,0.14462941123106232,0.00038555747074298097,0.688,0.32965578111209176,0.009267431597528603,0.16482789055604585,0.00463371579876426,0.688,0.32965578111209176,0.009267431597528603,0.16482789055604585,0.00463371579876426,"Any[Any[(1, :credit_history, ""Any[3, 4, 5]""), (2, :Housing, ""Any[2, 3]""), (3, :purpose, ""Any[1, 2, 3, 7, 8]""), (4, :credit_history, ""Any[1]""), (5, :purpose, ""Any[3, 7, 9, 10]""), (6, :installment, ""Any[2]""), (7, :Housing, ""Any[2]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
