Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,3,0.2,10800,0.2029899135015414,0.9030397682368332,0.7466666666666667,0.24934901679087723,0.0016162341743737318,0.12467450839543859,0.0008081170871868659,0.704,0.4619963369963369,0.08836996336996333,0.23099816849816845,0.04418498168498164,0.704,0.4619963369963369,0.08836996336996333,0.23099816849816845,0.04418498168498164,"Any[Any[(1, :present_employmment, ""Any[3, 4, 5]""), (2, :chek_acc, ""Any[3, 4]""), (3, :purpose, ""Any[1, 4, 5, 10]""), (4, :credit_history, ""Any[]""), (5, :property, ""Any[4]""), (6, :month_duration, 2.000000000000046), (7, :saving_amo, ""Any[3, 4]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, -0.0), (7, -0.0), (8, 1.0)]]",
