Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,2,0.42,10800,0.16105233830845478,0.8775194986210031,0.7226666666666667,0.3470403086607778,0.00047382136934379093,0.17352015433038892,0.00023691068467190934,0.752,0.1372879451746994,0.1849230423547916,0.06864397258734967,0.09246152117739581,0.752,0.1372879451746994,0.1849230423547916,0.06864397258734967,0.09246152117739581,"Any[Any[(1, :purpose, ""Any[1, 2, 3, 4, 10]""), (2, :credit_history, ""Any[3, 4, 5]""), (3, :chek_acc, ""Any[2, 3, 4]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
