Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,3,0.54,10800,0.11557512594876371,0.887942309632906,0.7506666666666667,0.28925882246212464,0.001632949287852653,0.14462941123106232,0.0008164746439263126,0.712,0.32965578111209176,0.11959399823477493,0.16482789055604585,0.05979699911738745,0.712,0.32965578111209176,0.11959399823477493,0.16482789055604585,0.05979699911738745,"Any[Any[(1, :credit_history, ""Any[1, 2]""), (2, :Housing, ""Any[1, 3]""), (3, :present_employmment, ""Any[2]""), (4, :foreign_worker, ""Any[2]""), (5, :purpose, ""Any[1, 2, 3, 7]""), (6, :month_duration, 3.0), (7, :purpose, ""Any[]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, 1.0)]]",
