Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,3,0.96,10800,0.009808950305007322,1.0,0.7596296296296297,0.37957532861476234,0.00020222446916080827,0.1897876643073812,0.00010111223458038332,0.7558679220262564,0.4003642966787216,0.03356424179349515,0.20018214833936082,0.016782120896747577,0.7575083426028921,0.38167216144377636,0.01812706054141615,0.19083608072188818,0.009063530270708095,"Any[Any[(1, :relationship, ""Any[2]""), (2, :workclass, ""Any[1, 4]""), (3, :workclass, ""Any[2]""), (4, :native_country, ""Any[]""), (5, :race, ""Any[]""), (6, :hours_per_week, 2.0000000000000218), (7, :occupation, ""Any[2, 9, 10, 13]"")], Any[(1, -0.0), (2, -0.0), (3, -0.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
