Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,2,0.1,10800,0.19494919109440767,0.8023892468031525,0.794074074074074,0.3852405648728138,0.0961585954513819,0.19262028243640694,0.04807929772569093,0.7750961410953454,0.4003642966787216,0.08342554425843555,0.20018214833936082,0.04171277212921779,0.79,0.3829729911766687,0.11079679396511075,0.19148649558833436,0.0553983969825554,"Any[Any[(1, :capital, 2.0), (2, :age_group, 0.0), (3, :occupation, ""Any[3, 4, 5, 10, 12, 13]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
