Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,3,0.78,10800,0.05140435906066572,1.0,0.7677777777777778,0.37957532861476234,0.0004044489383215333,0.1897876643073812,0.0002022244691607944,0.7521548866198117,0.4003642966787216,0.06050919688630654,0.20018214833936082,0.030254598443153286,0.7686318131256952,0.38167216144377636,0.02199431889480835,0.19083608072188818,0.010997159447404148,"Any[Any[(1, :relationship, ""Any[3, 5, 6]""), (2, :relationship, ""Any[3, 5]""), (3, :workclass, ""Any[1]""), (4, :native_country, ""Any[]""), (5, :occupation, ""Any[1, 4, 5, 6]""), (6, :native_country, ""Any[]""), (7, :occupation, ""Any[2, 4, 10]"")], Any[(1, -0.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, 0.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
