Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,3,0.5,10800,0.1193782287270659,0.8969559333150415,0.7613333333333333,0.24934901679087723,8.979078746526592e-5,0.12467450839543859,4.489539373264684e-5,0.724,0.4619963369963369,0.03479853479853473,0.23099816849816845,0.017399267399267337,0.724,0.4619963369963369,0.03479853479853473,0.23099816849816845,0.017399267399267337,"Any[Any[(1, :credit_history, ""Any[3, 5]""), (2, :chek_acc, ""Any[3, 4]""), (3, :saving_amo, ""Any[1, 2]""), (4, :no_people, -2.0), (5, :month_duration, 2.9999999999999982), (6, :chek_acc, ""Any[1, 2]""), (7, :purpose, ""Any[1, 2, 3, 4, 5, 6, 10]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, 0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
